image_path,label
E:\FullStack\SatyaMark\AI\dataset\train\real\0047.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0048.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0049.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0050.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0051.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0052.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0053.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0054.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0055.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0056.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0057.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0058.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0059.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0060.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0061.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0062.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0063.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0064.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0065.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0066.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0067.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0068.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0069.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0070.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0071.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0072.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0073.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0074.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0075.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0076.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0077.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0078.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0079.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0080.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0081.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0082.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0083.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0084.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0085.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0086.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0087.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0088.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0089.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0090.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0091.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0092.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0093.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0094.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0095.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0096.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0097.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0098.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0099.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0100.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0101.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0102.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0103.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0104.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0105.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0106.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0107.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0108.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0109.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0110.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0111.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0112.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0113.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0114.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0115.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0116.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0117.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0118.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0119.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0120.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0121.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0122.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0123.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0124.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0125.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0126.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0127.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0128.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0129.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0130.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0131.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0132.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0133.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0134.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0135.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0136.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0137.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0138.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0139.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0140.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0141.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0142.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0143.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0144.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0145.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0146.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0147.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0148.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0149.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0150.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0151.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0152.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0153.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0154.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0155.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0156.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0157.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0158.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0159.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0160.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0161.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0162.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0163.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0164.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0165.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0166.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0167.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0168.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0169.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0170.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0171.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0172.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0173.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0174.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0175.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0176.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0177.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0178.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0179.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0180.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0181.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0182.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0182.png,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0183.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0184.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0185.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0186.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0187.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0188.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0189.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0190.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0191.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0192.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0193.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0194.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0195.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0196.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0197.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0198.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0199.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\02-still-for-america-room-loop-superJumbo.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0200.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0201.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0202.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0203.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0204.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0205.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0206.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0207.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0208.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0209.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0210.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0211.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0212.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0213.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0214.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0215.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0216.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0217.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0218.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0219.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0220.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0221.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0222.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0223.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0224.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0225.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0226.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0227.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0228.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0229.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0230.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0231.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0232.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0233.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0234.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0235.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0236.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0237.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0238.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0239.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0240.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0241.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0242.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0243.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0244.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0245.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0246.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0247.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0248.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0249.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0250.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0251.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0252.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0253.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0254.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0255.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0256.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0257.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0258.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0259.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0260.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0261.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0262.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0263.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0264.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0265.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0266.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0267.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0268.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0269.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0270.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0271.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0272.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0273.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0274.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0275.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0276.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0277.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0278.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0279.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0280.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0281.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0282.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0283.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0284.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0285.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0286.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0287.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0288.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0289.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0290.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0291.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0292.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0293.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0294.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0295.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0296.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0297.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0298.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0299.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0300.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0301.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0302.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0303.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0304.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0305.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0306.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0307.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0308.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0309.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0310.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0311.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0312.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0313.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0314.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0315.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0316.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0317.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0318.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0319.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0320.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0321.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0322.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0323.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0324.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0325.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0326.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0327.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0328.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0329.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0330.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0331.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0332.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0333.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0334.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0335.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0336.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0337.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0338.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0339.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0340.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0341.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0342.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0343.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0344.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0345.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0346.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0347.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0348.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0349.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0350.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0351.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0352.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0353.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0354.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0355.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0356.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0357.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0358.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0359.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0360.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0361.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0362.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0363.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0364.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0365.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0366.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0367.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0368.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0369.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0370.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0371.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0372.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0373.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0374.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0375.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0376.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0377.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0378.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0379.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0380.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0381.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0382.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0383.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0384.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0385.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0386.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0387.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0388.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0389.jpg,0
E:\FullStack\SatyaMark\AI\dataset\train\real\0390.jpg,0
